X,Y,incident_id,incident_location,call_source,call_description,category,priority,call_group,call_code,called_at,intake_time,dispatch_time,travel_time,on_scene_time,total_response_time,total_time,zip_code,precinct,scout_car_area,neighborhood_name,council_district,longitude,latitude,ESRI_OID
-83.02467438,42.34132423,2.02236E+11,E Lafayette St & Chene St,W911 ,UDAA REPORT,UDAAREPT,4,7PCT  ,372040,2022/12/30 07:40:51+00,1.1,58.2,1.5,31.5,60.9,92.4,48207,7,710,Elmwood Park,5,-83.02467438,42.34132423,515328
-83.10050949,42.38321745,2.02236E+11,Woodrow Wilson St & Glynn Ct,PHONE,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,1,10PCT ,352010,2022/12/30 07:35:52+00,0.9,4.8,8.3,25.3,14.1,39.3,48206,10,1005,Dexter-Linwood,5,-83.10050949,42.38321745,515329
-83.27740922,42.41453857,2.02236E+11,Telegraph Rd & W McNichols Rd,W911 ,AUTO X OR PED X - INJURIES,ACCINJ  ,1,8PCT  ,811010,2022/12/30 07:33:02+00,0,4.5,2.4,96.7,6.9,103.6,48219,8,805,The Eye,1,-83.27740922,42.41453857,515330
-83.026325,42.38175926,2.02236E+11,Lambert St & Helen St,W911 ,SHOTS FIRED IP,SHOTS IP,1,7PCT  ,342010,2022/12/30 07:27:11+00,0.7,0.6,4.9,10.4,6.6,16.9,48211,7,704,Gratiot Town/Kettering,5,-83.026325,42.38175926,515331
-83.01644946,42.43912854,2.02236E+11,E Outer Dr & ,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,11PCT ,843020,2022/12/30 07:26:28+00,1.4,1.6,7.4,14,10.6,24.5,48234,11,1105,Conner Creek,3,-83.01644946,42.43912854,515332
-83.11778023,42.34462184,2.02236E+11,W Warren Ave & McGraw St,W911 ,SHOOTING/CUTTING/PENT WOUND,GSWCUT  ,1,10PCT ,341010,2022/12/30 07:24:10+00,0,0.8,3.3,244.5,4.3,248.8,48210,10,1009,Midwest,6,-83.11778022,42.34462184,515333
-83.24750652,42.43297438,2.02236E+11,Vassar Ave & Pierson St,W911 ,DISTURBANCE,DISTURB ,3,8PCT  ,825030,2022/12/30 07:21:43+00,1.4,112.7,5.2,1.7,121,122.7,48219,8,802,Evergreen Lahser 7/8,1,-83.24750652,42.43297437,515334
-83.04813267,42.35784524,2.02236E+11,Russell St & E Canfield St,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,7PCT  ,347020,2022/12/30 07:21:14+00,1.3,3.6,21.2,11.5,27.5,38.9,48207,7,706,Forest Park,5,-83.04813267,42.35784524,515335
-82.96794284,42.4498438,2.02236E+11,Gratiot Ave & 8 Mile Rd,W911 ,DISTURBANCE,DISTURB ,1,9PCT  ,GL8777,2022/12/30 07:19:00+00,3.1,0.9,0,48.8,4.7,53.5,48205,9,902,Regent Park,3,-82.96794284,42.4498438,515336
-83.23959958,42.4244735,2.02236E+11,Vaughan St & Pickford St,PHONE,SHOTSPOTTER,SHOTSPT ,1,8PCT  ,SST342,2022/12/30 07:18:42+00,0.6,1.7,7.2,70.6,9.5,80.1,48219,8,806,Holcomb Community,1,-83.23959958,42.4244735,515337
-83.20603817,42.39576009,2.02236E+11,Saint Marys St & Grand River Ave,W911 ,RAPE IP OR JH,RAPE    ,1,8PCT  ,321010,2022/12/30 07:15:06+00,1.1,-1.7,13.7,133.2,16.1,149.4,48227,8,814,Grand River-St Marys,1,-83.20603817,42.39576009,515338
-83.24186184,42.35204181,2.02236E+11,Patton St & Belton Ave,W911 ,DISTURBANCE,DISTURB ,3,6PCT  ,825030,2022/12/30 07:13:35+00,5.6,4.9,14.2,14.1,24.8,38.9,48228,6,609,Warrendale,7,-83.24186184,42.35204181,515339
-83.17643778,42.43838605,2.02236E+11,Pembroke Ave & Cheyenne St,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,12PCT ,347020,2022/12/30 07:12:29+00,1.5,6.7,13.1,9.8,48.5,58.3,48235,12,1202,Blackstone Park,2,-83.17643778,42.43838605,515340
-83.13038577,42.34464663,2.02236E+11,W Warren Ave & Livernois Ave,W911 ,FELONIOUS ASSAULT IP,FA IP   ,1,10PCT ,343010,2022/12/30 07:08:25+00,2,2.9,23.1,20.4,37.7,58.1,48210,10,1009,Midwest,6,-83.13038577,42.34464663,515341
-82.94810076,42.4323184,2.02236E+11,Moross Rd & Whitehill St,W911 ,FELONIOUS ASSAULT IP,FA IP   ,1,9PCT  ,343010,2022/12/30 07:07:02+00,1.6,-0.6,5.8,93.9,8,101.9,48224,9,907,Moross-Morang,4,-82.94810076,42.4323184,515342
-82.954166,42.43319513,2.02236E+11,Kelly Rd & Saratoga St,W911 ,PERSON WITH WEAPON,WEAPON  ,2,9PCT  ,345020,2022/12/30 07:03:44+00,0.7,-1.3,3,64,4.7,68.7,48224,9,906,Mapleridge,4,-82.954166,42.43319513,515343
-83.12280777,42.3841176,2.02236E+11,Wildemere St & Richton St,W911 ,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,1,10PCT ,352010,2022/12/30 07:03:09+00,0,0.3,8.1,13.6,8.5,22.1,48206,10,1005,Dexter-Linwood,5,-83.12280777,42.3841176,515344
-82.95487352,42.41769367,2.02236E+11,Whittier St & Rossiter St,W911 ,VICIOUS ANIMAL,VICANML ,2,9PCT  ,862020,2022/12/30 07:02:57+00,0.9,1.3,13.9,15.7,16.9,32.6,48224,9,907,Denby,4,-82.95487352,42.41769367,515345
-83.05388954,42.44425065,2.02236E+11,Amrad St & Fenelon St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,11PCT ,843020,2022/12/30 07:02:06+00,0.7,0.5,5.4,32.2,6.7,38.8,48234,11,1103,Farwell,3,-83.05388954,42.44425065,515346
-83.04952197,42.35989704,2.02236E+11,Russell St & E Forest Ave,PHONE,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2,7PCT  ,811020,2022/12/30 07:01:43+00,1.9,9.6,10.4,100,21.9,121.9,48207,7,706,Forest Park,5,-83.04952197,42.35989704,515347
-83.2872115,42.42856259,2.02236E+11,7 Mile Rd & Grand River Ave,PHONE,DDOT TROUBLE,DDOT    ,1,8PCT  ,827010,2022/12/30 07:01:29+00,3.8,0.6,7.3,10.3,11.9,22.1,48219,8,805,Five Points,1,-83.2872115,42.42856259,515348
-83.06650532,42.33948335,2.02236E+11,S M 10 Service Drive & Grand River Ave,E911 ,ONE DOWN/DRUG OD,OD      ,2,3PCT  ,842020,2022/12/30 07:00:33+00,1,1.9,17.4,5.2,20.4,25.6,48201,3,310,Midtown,6,-83.06650532,42.33948335,515349
-83.11989268,42.31191679,2.02236E+11,N Green St & Navy St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,4PCT  ,843020,2022/12/30 06:56:43+00,1.1,0.3,6.6,37.1,8.3,45.4,48209,4,409,Springwells,6,-83.11989268,42.31191679,515350
-83.21653963,42.34336839,2.02236E+11,W Warren Ave & S M 39 Service Drive,W911 ,DISTURBANCE,DISTURB ,3,6PCT  ,825030,2022/12/30 06:53:48+00,1.1,0.8,0,6.3,2.4,8.7,     ,6,610,Warrendale,7,-83.21653963,42.34336839,515351
-82.96605238,42.40424399,2.02236E+11,Lakewood St & Harper Ave,E911 ,UNKNOWN PROBLEM,UNKPROB ,2,9PCT  ,843020,2022/12/30 06:53:01+00,0.7,0.3,1.1,27.6,2.7,30.3,48213,9,910,Outer Drive-Hayes,4,-82.96605238,42.40424399,515352
-83.2200839,42.41554116,2.02236E+11,W McNichols Rd & Ashton Ave,E911 ,MALICIOUS DESTRUCTION I/P,MDPIP   ,3,8PCT  ,381030,2022/12/30 06:49:49+00,2.8,5.8,6.3,16.3,14.9,31.2,48219,8,807,Evergreen-Outer Drive,1,-83.2200839,42.41554116,515353
-83.28120576,42.42880458,2.02236E+11,Lenore Ave & W 7 Mile Rd,W911 ,UDAA I/P,UDAAIP  ,2,8PCT  ,372020,2022/12/30 06:49:25+00,2.3,35.4,4.7,5.5,42.4,48,48219,8,801,Five Points,1,-83.28120576,42.42880458,515354
-83.19628565,42.40159342,2.02236E+11,Fenkell St & Whitcomb St,W911 ,AUTO X - BLDG / DWELL,ACCINJ  ,1,2PCT  ,811011,2022/12/30 06:49:10+00,1.6,-0.6,7.5,177.7,10.6,188.3,48227,2,201,Belmont,1,-83.19628565,42.40159342,515355
-83.2359573,42.35758086,2.02236E+11,Evergreen Rd & Joy Rd,W911 ,DISTURBANCE,DISTURB ,3,6PCT  ,825030,2022/12/30 06:45:06+00,1.3,5,4,13.2,10.3,23.5,48228,6,606,Franklin Park,7,-83.2359573,42.35758086,515356
-83.15093413,42.39184682,2.02236E+11,Roselawn St & Intervale St,W911 ,MALICIOUS DESTRUCTION I/P,MDPIP   ,3,10PCT ,381030,2022/12/30 06:42:19+00,1.5,16.8,11,29.3,29.7,59,48238,10,1002,Davison-Schoolcraft,7,-83.15093413,42.39184682,515357
-83.22590896,42.38419999,2.02236E+11,W Davison St & Stahelin Rd,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,6PCT  ,843020,2022/12/30 06:41:26+00,1.3,1.6,3.2,4.6,6.1,10.7,48223,6,604,Schoolcraft Southfield,1,-83.22590896,42.38419999,515358
-83.0653786,42.33424405,2.02236E+11,Cherry St & N I 75 Service Drive,PHONE,DISTURBANCE,DISTURB ,3,3PCT  ,825030,2022/12/30 06:39:44+00,1.2,0.6,16,86.6,17.9,104.6,48201,3,310,Corktown,6,-83.0653786,42.33424405,515359
-83.01460113,42.43416604,2.02236E+11,E Outer Dr & E 7 Mile Rd,E911 ,ASSAULT AND BATTERY,AB      ,1,11PCT ,GL8742,2022/12/30 06:37:19+00,1.3,1.6,5.2,17.9,9.4,27.2,48234,11,1105,Mount Olivet,3,-83.01460113,42.43416604,515360
-83.1425674,42.38112236,2.02236E+11,Monica St & Fullerton St,W911 ,DISTURBANCE,DISTURB ,3,10PCT ,825030,2022/12/30 06:29:12+00,2,0.4,8.2,22.3,10.7,32.9,48238,10,1002,Oakman Blvd Community,7,-83.1425674,42.38112236,515361
-82.95886316,42.42693913,2.02236E+11,Seymour St & Kelly Rd,W911 ,SUICIDE THREAT,SUICTHRT,2,9PCT  ,312020,2022/12/30 06:21:19+00,1.4,13,5.7,17.2,22.2,39.4,48224,9,907,Mapleridge,4,-82.95886316,42.42693913,515362
-83.17317252,42.43843149,2.02236E+11,Steel St & Pembroke Ave,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,12PCT ,843020,2022/12/30 06:19:24+00,1.3,0.6,8.1,13.4,10,23.4,48235,12,1202,Blackstone Park,2,-83.17317252,42.43843149,515363
-82.92494669,42.40785953,2.02236E+11,E Warren Ave & Neff Ave,W911 ,BURGLARY BUSINESS IP,BBUGIP  ,2,5PCT  ,351020,2022/12/30 06:17:59+00,2.2,1,2.5,97.8,5.7,103.5,48224,5,505,Cornerstone Village,4,-82.92494669,42.40785953,515364
-83.18157554,42.40930438,2.02236E+11,Puritan St & Lesure St,W911 ,DISTURBANCE,DISTURB ,3,2PCT  ,825030,2022/12/30 06:15:52+00,0.8,85.2,8.7,14.2,95.6,109.9,48235,2,201,Harmony Village,2,-83.18157554,42.40930438,515365
-83.03737183,42.3453356,2.02236E+11,I 75/I 375 Service Drive & Gratiot Ave,W911 ,AUTO X OR PED X - INJURIES,ACCINJ  ,1,7PCT  ,811010,2022/12/30 06:15:14+00,0,3.5,1.6,177.2,5.2,182.4,     ,7,706,Eastern Market,5,-83.03737183,42.3453356,515366
-83.10463944,42.36729212,2.02236E+11,Linwood St & W Euclid St,W911 ,DISTURBANCE,DISTURB ,1,10PCT ,GL8777,2022/12/30 06:12:50+00,1,2,2.8,40,6.7,46.6,48206,10,1007,Virginia Park Community,5,-83.10463944,42.36729212,515367
-83.03074226,42.35795864,2.02236E+11,Mitchell St & Mack Ave,W911 ,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,1,7PCT  ,352010,2022/12/30 06:11:03+00,1,1.1,9.8,49.7,12.1,61.8,48207,7,706,McDougall-Hunt,5,-83.03074226,42.35795864,515368
-82.99722515,42.43284021,2.02236E+11,Hamburg St & Eastwood St,W911 ,SHOTS FIRED IP,SHOTS IP,1,9PCT  ,342010,2022/12/30 06:08:15+00,0.6,-2,3.5,28.5,5.9,34.4,48205,9,905,Von Steuben,3,-82.99722515,42.43284021,515369
-83.18775536,42.37284118,2.02236E+11,Hubbell St & Plymouth Rd,W911 ,DISTURBANCE,DISTURB ,3,2PCT  ,825030,2022/12/30 06:07:52+00,3.7,2.4,0.1,36.2,7.1,43.3,48227,2,204,Plymouth-Hubbell,7,-83.18775536,42.37284117,515370
-83.09950695,42.31878581,2.02236E+11,W Vernor Hwy & Ferdinand St,W911 ,VICIOUS ANIMAL,VICANML ,2,4PCT  ,862020,2022/12/30 06:07:43+00,1,1.2,4.4,7,6.7,13.7,48209,4,410,Central Southwest,6,-83.09950695,42.31878581,515371
-83.2218722,42.33969169,2.02236E+11,Greenview Ave & Whitlock St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,6PCT  ,843020,2022/12/30 06:06:42+00,4.8,4.4,4.4,18.3,17.2,35.5,48228,6,612,Warrendale,7,-83.2218722,42.33969169,515372
-83.18318651,42.39714071,2.02236E+11,Cruse St & Eaton St,W911 ,MALICIOUS DESTRUCTION I/P,MDPIP   ,3,2PCT  ,381030,2022/12/30 06:01:57+00,0.7,2,5.3,34.7,10.2,44.9,48227,2,202,Bethune Community,2,-83.18318651,42.39714071,515373
-83.11862081,42.39429336,2.02236E+11,Indiandale St & W Davison St,W911 ,DISTURBANCE,DISTURB ,3,10PCT ,825030,2022/12/30 05:59:36+00,1.2,1.4,3.8,19.8,10.3,30.1,48238,10,1003,Oakman Blvd Community,2,-83.11862081,42.39429336,515374
-83.02607146,42.33677856,2.02236E+11,E Jefferson Ave & Saint Aubin St,E911 ,DISTURBANCE,DISTURB ,1,7PCT  ,GL8777,2022/12/30 05:56:08+00,1.8,3.4,8.1,29.3,16.1,45.4,48207,7,709,Rivertown,5,-83.02607146,42.33677856,515375
-83.10287065,42.35936023,2.02236E+11,Lawton St & W Grand Blvd,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,10PCT ,843020,2022/12/30 05:52:55+00,4.5,0.3,4.1,15.4,9.3,24.7,48208,10,1007,Wildemere Park,5,-83.10287065,42.35936023,515376
-83.23742935,42.40067774,2.02236E+11,Fenkell St & Evergreen Rd,W911 ,PERSON WITH WEAPON,WEAPON  ,2,8PCT  ,345020,2022/12/30 05:52:29+00,1.6,9.8,4.2,13,15.8,28.7,48223,8,810,Brightmoor,1,-83.23742935,42.40067774,515377
-83.21192014,42.43385147,2.02236E+11,Vassar Ave & Biltmore St,W911 ,PERSON WITH WEAPON,WEAPON  ,2,8PCT  ,345020,2022/12/30 05:47:11+00,2.1,75,11,9.5,89.6,99.1,48235,8,804,Greenfield,2,-83.21192014,42.43385147,515378
-83.05121137,42.33584547,2.02236E+11,Washington Blvd & Park Ave,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,3PCT  ,843020,2022/12/30 05:46:53+00,0.9,-0.2,6.6,5.9,8.4,14.4,48226,3,311,Downtown,6,-83.05121137,42.33584547,515379
-83.13033107,42.33111891,2.02236E+11,Larkins St & Michigan Ave,W911 ,INVESTIGATE PERSON,INVPERS ,3,4PCT  ,843030,2022/12/30 05:42:01+00,2.3,16.2,6.9,1.9,25.8,27.7,48210,4,405,Claytown,6,-83.13033107,42.33111891,515380
-82.96864516,42.41119644,2.02236E+11,Longview St & Chalmers St,PHONE,SHOTSPOTTER,SHOTSPT ,1,9PCT  ,SST342,2022/12/30 05:41:23+00,0.7,1.4,5,16.3,7.2,23.5,48213,9,910,Outer Drive-Hayes,4,-82.96864516,42.41119644,515381
-82.99780964,42.37367858,2.02236E+11,Holcomb St & Sylvester St,W911 ,DISTURBANCE,DISTURB ,3,7PCT  ,825030,2022/12/30 05:40:37+00,1.2,157.7,9.6,10.5,168.9,179.4,48214,7,708,Gratiot Woods,5,-82.99780964,42.37367858,515382
-83.24538131,42.35015659,2.02236E+11,Tireman St & Burt Rd,W911 ,SHOTS FIRED IP,SHOTS IP,1,6PCT  ,342010,2022/12/30 05:38:15+00,0.3,0.6,1.8,5.8,2.8,8.6,48228,6,609,Warrendale,7,-83.24538131,42.35015659,515383
-82.96512789,42.42319889,2.02236E+11,Hayes St & Rochelle St,W911 ,ROBBERY ARMED JH-ANY WEAPON,RAJH    ,2,9PCT  ,331020,2022/12/30 05:38:05+00,2.1,4,1.3,75.6,7.4,83,48205,9,906,Mapleridge,4,-82.96512789,42.42319889,515384
-83.10463944,42.36729212,2.02236E+11,Linwood St & W Euclid St,W911 ,DISTURBANCE,DISTURB ,1,10PCT ,GL8777,2022/12/30 05:37:33+00,1.2,0.5,6.4,15.2,9.3,24.5,48206,10,1007,Virginia Park Community,5,-83.10463944,42.36729212,515385
-83.17729089,42.35368944,2.02236E+11,Schaefer & Schaefer Hwy,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,2PCT  ,347020,2022/12/30 05:36:48+00,1.2,23.4,5.9,7.4,30.5,38,48228,2,207,Joy-Schaefer,7,-83.17729089,42.35368944,515386
-82.97099188,42.44526388,2.02236E+11,Eastburn St & Gratiot Ave,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,9PCT  ,843020,2022/12/30 05:35:56+00,0.9,-0.1,5.5,22.4,7.1,29.5,48205,9,902,Mohican Regent,3,-82.97099188,42.44526388,515387
-83.09409513,42.31784041,2.02236E+11,Clark St & Christiancy St,W911 ,ARSON REPORT,ARSNREPT,3,4PCT  ,834030,2022/12/30 05:34:34+00,3.7,-0.7,2.5,16.8,8,24.9,48209,4,410,Hubbard Farms,6,-83.09409513,42.31784041,515388
-83.23245763,42.40640231,2.02236E+11,W Outer Dr & Grand River Ave,W911 ,AUTO X HIT& RUN UNK INJURIES,HRUNK   ,2,8PCT  ,812020,2022/12/30 05:33:59+00,0.9,18.3,3.9,5.9,23.6,29.4,48223,8,811,North Rosedale Park,1,-83.23245763,42.40640231,515389
-83.04028264,42.33456244,2.02236E+11,Saint Antoine St & E Lafayette St,W911 ,DISTURBANCE,DISTURB ,3,3PCT  ,825030,2022/12/30 05:33:06+00,4.9,2.4,0,19.5,7.9,27.3,48226,3,312,Downtown,5,-83.04028265,42.33456244,515390
-83.04711807,42.43602405,2.02236E+11,Caldwell St & Emery St,W911 ,DISTURBANCE,DISTURB ,3,11PCT ,825030,2022/12/30 05:32:47+00,1.7,2.6,0,15.7,4.3,20.1,48234,11,1103,Farwell,3,-83.04711807,42.43602404,515391
-83.15857361,42.37351302,2.02236E+11,Plymouth Rd & Wyoming St,W911 ,DISTURBANCE,DISTURB ,1,2PCT  ,GL8777,2022/12/30 05:30:43+00,0,1,0,24.7,5.9,30.5,48204,2,205,Grand River-I96,7,-83.1585736,42.37351302,515392
-83.19082885,42.39954857,2.02236E+11,Chalfonte St & Lauder St,W911 ,INVESTIGATE PERSON,INVPERS ,3,2PCT  ,843030,2022/12/30 05:26:25+00,2.1,9.8,4.9,18.5,16.7,35.3,48227,2,202,Hubbell-Lyndon,1,-83.19082885,42.39954857,515393
-83.22250746,42.44412594,2.02236E+11,8 Mile Rd & Rosemont Ave,W911 ,DISTURBANCE,DISTURB ,1,8PCT  ,GL8777,2022/12/30 05:24:45+00,2.1,1.1,7.6,15.2,10.8,26,48219,8,803,O'Hair Park,1,-83.22250746,42.44412594,515394
-83.08312407,42.44014562,2.02236E+11,Dequindre St & E Outer Dr,W911 ,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2,11PCT ,811020,2022/12/30 05:23:01+00,2.6,26.5,18.1,16.3,48.3,64.6,     ,11,1101,Nolan,3,-83.08312407,42.44014562,515395
-83.02726742,42.37958141,2.02236E+11,Medbury St & Concord St,W911 ,ONE DOWN/DRUG OD,OD      ,2,7PCT  ,842020,2022/12/30 05:22:22+00,0,23.2,4.4,28.5,27.6,56.1,48211,7,704,Gratiot Town/Kettering,5,-83.02726742,42.3795814,515396
-83.11366389,42.41763503,2.02236E+11,Hill St & W McNichols Rd,W911 ,FELONIOUS ASSAULT IP,FA IP   ,1,12PCT ,GL8735,2022/12/30 05:20:39+00,2.2,-1.3,10.9,15.7,14.3,29.9,48203,12,1209,Palmer Park,2,-83.11366389,42.41763503,515397
-83.05241185,42.34971787,2.02236E+11,Mack Ave & Beaubien St,E911 ,ASSAULT AND BATTERY REPORT,ABRPT   ,4,3PCT  ,347040,2022/12/30 05:20:05+00,1.6,1.3,5.2,206.4,8.4,214.8,48201,3,312,Medical Center,5,-83.05241185,42.34971787,515398
-83.14323638,42.3312481,2.02236E+11,Saint Lawrence St & E I 94 Service Drive,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,4PCT  ,843020,2022/12/30 05:17:16+00,0.7,19.1,6.7,6.6,26.6,33.2,48210,4,404,Claytown,6,-83.14323638,42.3312481,515399
-82.99693045,42.37410553,2.02236E+11,Belvidere St & Sylvester St,W911 ,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,1,7PCT  ,352010,2022/12/30 05:17:09+00,0.5,1.6,2.1,22.9,5.3,28.2,48214,7,708,Gratiot Woods,5,-82.99693045,42.37410553,515400
-83.16266817,42.39790709,2.02236E+11,Griggs St & Eaton St,W911 ,DV A/B I/P-J/H,DV A/B  ,1,2PCT  ,397010,2022/12/30 05:14:48+00,0.8,4.3,7.8,10.3,13,23.4,48238,2,203,Bethune Community,2,-83.16266817,42.39790709,515401
-83.06108547,42.43575282,2.02236E+11,Emery St & Sunset St,W911 ,MISSING SERIOUS,MISSSER ,1,11PCT ,844010,2022/12/30 05:13:33+00,4.7,3.8,3.7,31.7,15.8,47.5,48234,11,1103,Farwell,3,-83.06108547,42.43575282,515402
-83.00310921,42.36282252,2.02236E+11,Van Dyke St & Charlevoix St,W911 ,ONE OVER THE WHEEL,OVR     ,2,7PCT  ,842021,2022/12/30 05:10:50+00,2.2,3.5,3.4,26,9.2,35.2,48214,7,708,Islandview,5,-83.00310921,42.36282252,515403
-83.12355547,42.33313036,2.02236E+11,Gilbert St & Morse St,W911 ,INVESTIGATE PERSON,INVPERS ,3,4PCT  ,843030,2022/12/30 05:10:37+00,2.7,46.4,12.7,10.8,62.1,73,48210,4,405,Claytown,6,-83.12355546,42.33313036,515404
-83.21799403,42.40058783,2.02236E+11,Southfield Service Drive & Grand River Ave,W911 ,DV A/B I/P-J/H,DV A/B  ,1,8PCT  ,397010,2022/12/30 05:09:59+00,1.2,-0.6,0.6,1.4,4.3,5.8,     ,8,814,North Rosedale Park,1,-83.21799403,42.40058783,515405
-83.25759221,42.34414917,2.02236E+11,Dacosta & Majestic Ave,W911 ,PERSON WITH WEAPON,WEAPON  ,2,6PCT  ,345020,2022/12/30 05:09:21+00,2.1,5.1,7.5,10.9,18.8,29.7,48239,6,609,Far West Detroit,7,-83.25759221,42.34414917,515406
-82.9394936,42.41270374,2.02236E+11,Berden St & Yorkshire Rd,W911 ,RECOVER AUTO,RECAUTO ,3,5PCT  ,374030,2022/12/30 05:08:16+00,1.3,106,10.1,49.4,117.9,167.3,48224,5,504,East English Village,4,-82.9394936,42.41270374,515407
-83.11265798,42.41765283,2.02236E+11,W McNichols Rd & 3rd St,W911 ,ONE OVER THE WHEEL,OVR     ,2,12PCT ,842021,2022/12/30 05:07:35+00,1.2,17.9,8.6,47.2,27.8,75,48203,12,1209,Palmer Park,2,-83.11265797,42.41765283,515408
-83.13130756,42.32741867,2.02236E+11,Parkwood St & Freer St,PHONE,DV F/A I/P-J/H,FA IP   ,1,4PCT  ,393010,2022/12/30 05:06:56+00,1.1,-6.2,5.6,39.4,13.3,52.7,48210,4,405,Claytown,6,-83.13130756,42.32741867,515409
-83.04273828,42.40772366,2.02236E+11,Mount Elliott St & Mound Rd,PHONE,SUICIDE THREAT,SUICTHRT,2,11PCT ,312020,2022/12/30 05:06:27+00,1.3,-1.9,4.9,96.2,6.2,102.4,     ,11,1111,Buffalo Charles,3,-83.04273828,42.40772366,515410
-83.26386981,42.3808516,2.02236E+11,Glendale St & Bramell St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,6PCT  ,843020,2022/12/30 05:04:50+00,2,26.6,5.6,5.5,34.1,39.6,48223,6,603,Castle Rouge,1,-83.26386981,42.3808516,515411
-83.03758832,42.39748789,2.02236E+11,Mount Elliott St & Huber St,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,11PCT ,347020,2022/12/30 05:04:27+00,0.5,21.5,2.8,6.3,26.2,32.5,48211,11,1112,Airport Sub,5,-83.03758832,42.39748789,515412
-83.11717515,42.38584925,2.02236E+11,Richton St & Linwood St,W911 ,SQUATTER DISTURBANCE,SQDISTB ,3,10PCT ,825032,2022/12/30 04:58:54+00,0.7,17.9,3.8,8.8,24.1,32.9,48206,10,1005,Dexter-Linwood,5,-83.11717515,42.38584924,515413
-82.91077631,42.41716935,2.02236E+11,Mack Ave & Moross Rd,W911 ,DDOT TROUBLE,DDOT    ,1,5PCT  ,827010,2022/12/30 04:55:56+00,1.8,7.4,6.8,28.5,17.6,46,     ,5,505,Cornerstone Village,4,-82.91077631,42.41716934,515414
-83.0990109,42.31389778,2.02236E+11,Porter St & Junction St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,4PCT  ,843020,2022/12/30 04:54:34+00,1.1,35.3,4.3,3,41.9,44.9,48209,4,414,Central Southwest,6,-83.0990109,42.31389778,515415
-82.96784756,42.38370445,2.02236E+11,Conner St & Mack Ave,W911 ,DISTURBANCE,DISTURB ,3,5PCT  ,825030,2022/12/30 04:54:20+00,1.5,39.4,1.5,43.8,42.9,86.7,48215,5,502,Fox Creek,4,-82.96784756,42.38370445,515416
-82.98971679,42.42756852,2.02236E+11,Joann St & Greiner St,W911 ,DISTURBANCE,DISTURB ,3,9PCT  ,825030,2022/12/30 04:51:06+00,1,35.6,0.7,8.4,38,46.4,48205,9,905,Franklin,3,-82.98971679,42.42756852,515417
-83.11991396,42.33052581,2.02236E+11,Edward & Livernois Ave,W911 ,DISTURBANCE,DISTURB ,3,4PCT  ,825030,2022/12/30 04:50:33+00,1.5,58.4,0.4,20.4,60.4,80.8,48210,4,406,Central Southwest,6,-83.11991396,42.33052581,515418
-83.23918523,42.41500263,2.02236E+11,Vaughan St & W McNichols Rd,E911 ,MALICIOUS DESTRUCTION I/P,MDPIP   ,3,8PCT  ,381030,2022/12/30 04:49:35+00,1.1,67.6,25.6,3.9,94.2,98.1,48219,8,806,Holcomb Community,1,-83.23918523,42.41500263,515419
-83.27010564,42.40011031,2.02236E+11,Fenkell St & Riverdale Ave,W911 ,DISTURBANCE,DISTURB ,3,8PCT  ,825030,2022/12/30 04:48:03+00,1,103.9,0.1,13.2,107,120.2,48223,8,809,Brightmoor,1,-83.27010564,42.4001103,515420
-82.97024156,42.40844225,2.02236E+11,Corbett Ave & Newport St,W911 ,ONE OVER THE WHEEL,OVR     ,2,9PCT  ,842021,2022/12/30 04:47:51+00,0.7,38.2,12.5,29.6,53.1,82.7,48213,9,910,Outer Drive-Hayes,4,-82.97024156,42.40844225,515421
-82.98415056,42.39645036,2.02236E+11,Leidich St & Hern St,W911 ,BREAKING AND ENTERING AUTO I/P,BEAUTO  ,3,5PCT  ,371030,2022/12/30 04:46:20+00,1.6,53.7,3,17.6,58.6,76.2,48213,5,502,Chandler Park,4,-82.98415056,42.39645036,515422
-83.01035943,42.3629319,2.02236E+11,Field St & Goethe Ave,W911 ,SHOTS FIRED IP,SHOTS IP,1,7PCT  ,342010,2022/12/30 04:44:27+00,0,0.9,5.2,82.3,6.4,88.6,48214,7,708,Islandview,5,-83.01035943,42.3629319,515423
